,Excluded:,Unnamed: 1,Unnamed: 2,Section,Code,Page,SubCode,Text,Required/Core or Improvement,# of points,Notes,Agronomic Practices,Biosecurity/Sanitation,Planning,Application Restrictions,Education/training,Monitoring,Record-Keeping,Worker Safety,Materials/Waste Mgmt,Prohibited Practice,Prohibited Material,Limited Use Substances,Phase Out,Pesticide Practices,Threshold,Performance Standard,Non-Quantitative Performance Standards,Unnamed: 25,Differentiated Standards,Applies to Small Farms,Applies to Medium Farms ,Applies to Large Farms,CertName,Performance: Improvement,Unnamed: 26,Follow the law,Unnamed: 20,Biosecurity,Unnamed: 23,Unnamed: 24
27,,,,Crop-specific Standards ,1.17,17,0.16,"Does organization rank pesticides used by chronic toxicity to mammals, and  reduce/restrict use of those with greatest risk? ",ScoreCard,20,,,,"rank pesticides by risk of chronic mammal toxicity, try to use lower risk pesticides",,,,,,,,,,,,,,,nan,,,,,Sustainable Food Group,,,nan,nan,nan,nan,nan
28,,,,Crop-specific Standards ,1.17,17,0.17,"Does organization rank pesticides used by additional ecotoxicity measures, and reduce/restrict use of those with greatest risk? ",ScoreCard,20,,,,"rank pesticides by general toxicity risks, try to use lower risk pesticides",,,,,,,,,,,,,,,nan,,,,,Sustainable Food Group,,,nan,nan,nan,nan,nan
29,,,,Crop-specific Standards ,1.17,17,0.18,Organization protects bees and other pollinators from exposure to pesticides toxic to bees,ScoreCard,40,,vague: take steps to protect pollinators,,,,,,,,,,,,,,,,,nan,,,,,Sustainable Food Group,,,nan,nan,nan,nan,nan
30,,,,Crop-specific Standards ,1.17,18,0.22,Does organization staff or contracted advisors responsible for pest management meet minimum continuing education requirements for pesticide applicator licensing/certifi cation? ,ScoreCard,20,,,,,,pest management conducted by someone who is: certified,,,,,,,,,,,,,nan,,,,,Sustainable Food Group,,,nan,nan,nan,nan,nan
31,,,,Crop-specific Standards ,1.17,18,0.23,Have organization staff involved in implementing sustainable agriculture practices participated in sustainable agriculturerelated training events in the past year exceeding minimum legal requirements,ScoreCard,40,,vague: implement sustainable agriculture practices,,,,participate in sustainable agriculture events,,,,,,,,,,,,,nan,,,,,Sustainable Food Group,,,nan,nan,nan,nan,nan
32,,,,Crop-specific Standards ,1.17,18,0.24,Were at least three different sustainable agriculture topics covered in training events that organization staff participated in within the last year? ,ScoreCard,20,,,,,,holds training events on sustainable agriculture,,,,,,,,,,,,,nan,,,,,Sustainable Food Group,,,nan,nan,nan,nan,nan
33,,,,Crop-specific Standards ,1.17,18,0.25,"Has organization provided, hosted or supported one or more events in the past two years that include training in one or more aspects of sustainable agriculture",ScoreCard,10,,,,,,hosts events on sustainable agriculture,,,,,,,,,,,,,nan,,,,,Sustainable Food Group,,,nan,nan,nan,nan,nan
0,,,,I. Minimum Requirements.,1.0,6.0,,Does farm comply with all legal requirements for pesticide and nutrient applications? ,Required,,,,,,,,,,obey all laws,obey all laws,,obey all laws,,,,,,,,,,,,TrueEarth,nan,nan,nan,nan,nan,nan,nan
1,,,,,4.0,6.0,,Do vegetated buffers separate surface water from managed apple trees by at least 50 ft.? ,Required,,,50 ft buffers from waterways for spraying,,,,,,,,,,,,,,,,,,,,,,TrueEarth,nan,nan,nan,nan,nan,nan,nan
2,,,,,7.0,7.0,,"Are trees pruned to allow penetration of light, air and spray material? S ",Required,,,pruning,,,,,,,,,,,,,,,,,,,,,,TrueEarth,nan,nan,nan,nan,nan,nan,nan
3,,,,,8.0,7.0,,"To suppress insect pest and disease inoculum, pruning debris remaining in the field is (Please select all that apply) S:   A. Flail chopped  B. Mowed  C. Removed ",Required,,,,prunings destroyed or removed,,,,,,,,,,,,,,,,,,,,,TrueEarth,nan,nan,nan,nan,nan,nan,nan
4,,,,,9.0,8.0,,"Are pesticide and nutrient application equipment calibrated according to the manufacturer’s instructions, at least annually? S",Required,,,,,,,,,,,,,,,,sprayer calibration,,,,,,,,,TrueEarth,nan,nan,nan,nan,nan,nan,nan
5,,,,,10.0,8.0,,Are average wind speed and direction used at time of application to reduce potential for drift? Weather resource used (Please select all that apply): S  A. Hand-held monitor  B. Weather station  C. Online resources with real time wind-speed data ,Required,,,,,,,,monitor winds when spraying,,,,,,,,,,,,,,,,,TrueEarth,nan,nan,nan,nan,nan,nan,nan
6,,,,,11.0,9.0,,Are pesticides with an EPA pollinator toxicity advisory box on the label not applied between tight cluster and the end of crop bloom? ,Required,,,,,,,,,,,,,,pesticides with pollinator toxicity: not during crop bloom,,,,,,,,,,,TrueEarth,nan,nan,nan,nan,nan,nan,nan
7,,,,,12.0,9.0,,Are pesticides no longer used or no longer registered for use returned to dealer or disposed of at the next collection? S ,Required,,,,,,,,,,,proper disposal of obsolete pesticides,,,,,,,,,,,,,,TrueEarth,nan,nan,nan,nan,nan,nan,nan
8,,,,,13.0,9.0,,"Can an orchard staff member or crop advisor identify the: S • Major and emerging insect pests, diseases and weeds on the farm? • Life cycle of major and emerging insect pests, diseases and weeds, as it relates to pest management? • Beneficial insects, such as natural predators of crop insect pests? ",Required,,,,,,,"person responsible for pesticides: can identify major pests diseases and weeds, is knowledgeable of pest disease and weed lifecycles, can identify beneficial insects",,,,,,,,,,,,,,,,,,TrueEarth,nan,nan,nan,nan,nan,nan,nan
9,,,,,14.0,,,"Are pests and diseases scouted, sampled and monitored at least once every two weeks and/or prior to the application of pesticides? D ",Required,,,,,,,,scouting for pests/diseases 2x/month,,,,,,,,,,,,,,,,,TrueEarth,nan,nan,nan,nan,nan,nan,nan
10,,,,,15.0,,,"Are scouting observations, degree days, weather data and trap counts documented in a handwritten or electronic format",Required,,,,,,,,,"monitoring records, weather records",,,,,,,,,,,,,,,,TrueEarth,nan,nan,nan,nan,nan,nan,nan
11,,,,,16.0,10.0,,"Are pesticide application decisions and timing based on data from the farm and techniques such as action thresholds, degree-day models and decision-support/ predictive systems? D ",Required,,,,,,,,decide when to spray using: thresholds or dd models or decision support software,,,,,,,,,,,,,,,,,TrueEarth,nan,nan,nan,nan,nan,nan,nan
12,,,,,17.0,10.0,,Row middles or aisles (drive rows) are?  (Please select all that apply) S:  A. Sod  B. Mulch covered  C. Cover cropped year round ,Required,,,vegetated aisles,,,,,,,,,,,,,,,,,,,,,,TrueEarth,nan,nan,nan,nan,nan,nan,nan
13,,,,,18.0,,,Are herbicide strips contained within the canopy drip zone? S,Required,,,,,,,,,,,,,,herbicides: under trees only,,,,,,,,,,,TrueEarth,nan,nan,nan,nan,nan,nan,nan
14,,,,,19.0,,,Does mode of action rotate between each application of an herbicide? D ,Required,,,,,,,,,,,,,,,,moa rotation: herbicide,,,,,,,,,TrueEarth,nan,nan,nan,nan,nan,nan,nan
15,,,,,20.0,,,Are herbicide applications limited to three per season on the same application site?,Required,,,,,,,,,,,,,,herbicides: no more than 3x/year,,,,,,,,,,,TrueEarth,nan,nan,nan,nan,nan,nan,nan
16,,,,,39.0,13.0,,Are tractor cabs plus required personal protective equipment used to protect pesticide applicators? S ,Scorecard,2.0,,,,,,,,,"workers who apply pesiticides: are in tractor cabs, wear ppe",,,,,,,,,,,,,,,TrueEarth,nan,nan,nan,nan,nan,nan,nan
17,,,,,40.0,13.0,,"Is a spray-control system, e.g., Raven Applied Technology, used to regulate gallon-per-acre application rates of pesticides? S ",Scorecard,1.0,,,,,,,,,,,,,,,spray-control system used,,,,,,,,,TrueEarth,nan,nan,nan,nan,nan,nan,nan
18,,,,,41.0,13.0,,Is airblast spray pattern evaluated and adjusted by assessing droplet size and coverage using water-sensitive cards? sprayers101.com/confirm-coverage-with-water-sensitive-paper. S ,Scorecard,1.0,,,,,,,,,,,,,,,assess sprayer pattern,,,,,,,,,TrueEarth,nan,nan,nan,nan,nan,nan,nan
19,,,,,42.0,13.0,,Are ‘WARNING’ labeled pesticides not used? D,Scorecard,1.0,,,,,,,,,,,,pesticides labelled warning,,,,,,,,,,,,TrueEarth,nan,nan,nan,nan,nan,nan,nan
20,,,,,43.0,13.0,,Are ‘DANGER’ labeled pesticides not used? D,Scorecard,1.0,,,,,,,,,,,,pesticides labelled danger,,,,,,,,,,,,TrueEarth,nan,nan,nan,nan,nan,nan,nan
21,,,,,44.0,13.0,,Are herbicides with high risks to water quality avoided? D  ,Scorecard,2.0,,,,,,,,,,,,"herbicides with high risks to water quality: gramoxone (paraquat-dichloride), prowl h20 (pendimethalin), starane ultra (fluroxypyr-methyl) and venue (pyraflufen-ethyl)",,,,,,,,,,,,TrueEarth,nan,nan,nan,nan,nan,nan,nan
22,,,,,45.0,13.0,,Are insecticides which pose high risks to pollinators from drift or foraging pollinators within the orchard avoided? D ,Scorecard,2.0,,,,,,,,,,,,"insecticides with high risks to pollinators: actara (thiamethoxam), alias/montana/wrangler (imidacloprid), belay (clothianidin), entrust (spinosad) and lorsban (chlorpyrifos)",,,,,,,,,,,,TrueEarth,nan,nan,nan,nan,nan,nan,nan
23,,,,,46.0,13.0,,Are at least 50% of trees on M.7 or smaller size-controlling rootstocks,Scorecard,1.0,,trees are on dwarfing rootstocks (>50%),,,,,,,,,,,,,,,,,,,,,,TrueEarth,nan,nan,nan,nan,nan,nan,nan
24,,,,,47.0,13.0,,Is fruit thinning completed without carbaryl? ,Scorecard,2.0,,,,,,,,,,,,carbaryl for thinning,,,,,,,,,,,,TrueEarth,nan,nan,nan,nan,nan,nan,nan
25,,,,,48.0,14.0,,Is pollination accomplished without commercially produced bumblebee hives? S ,Scorecard,2.0,,,,,,,,,,,commercial bumblebee hives,,,,,,,,,,,,,TrueEarth,nan,nan,nan,nan,nan,nan,nan
26,,,,,49.0,14.0,,Is an early season oil spray the only miticide used? D ,Scorecard,2.0,,,,,,,,,,,,miticides,,,,,,,,,,,,TrueEarth,nan,nan,nan,nan,nan,nan,nan
27,,,,,50.0,14.0,,"Are biopesticides, e.g., Bacillus subtilis, Bacillus thuringiensis, granulosis virus, used? D ",Scorecard,1.0,,,,,,,,,,,,,,,use of biopestcides,,,,,,,,,TrueEarth,nan,nan,nan,nan,nan,nan,nan
28,,,,,51.0,14.0,,Have two or more full-block insecticide applications been replaced by alternate-row-middle (ARM) applications? D ,Scorecard,2.0,,,,,,,,,,,,,,,replace block-spraying with alternate-row spraying,,,,,,,,,TrueEarth,nan,nan,nan,nan,nan,nan,nan
29,,,,,52.0,14.0,,Have two or more full-block insecticide applications been replaced by applications to perimeter rows? D ,Scorecard,2.0,,,,,,,,,,,,,,,replace block-spraying with perimeter spraying,,,,,,,,,TrueEarth,nan,nan,nan,nan,nan,nan,nan
30,,,,,53.0,14.0,,Have two or more full-block insecticide applications been replaced by partial-block applications? D ,Scorecard,2.0,,,,,,,,,,,,,,,replace block-spraying with spot spraying spraying,,,,,,,,,TrueEarth,nan,nan,nan,nan,nan,nan,nan
31,,,,,54.0,15.0,,"Are grain-based rodenticides (corn, oats) only applied in bait stations or burrows? D",Scorecard,1.0,,,,,,,,,,,,,grain-based rodenticides: in burrows or bait stations only,,,,,,,,,,,TrueEarth,nan,nan,nan,nan,nan,nan,nan
32,,,,,55.0,15.0,,Are rodents managed without rodenticides? (Please select all that apply) D:  ,Scorecard,1.0,,,,,,,,,,,,rodenticides,,,,,,,,,,,,TrueEarth,nan,nan,nan,nan,nan,nan,nan
33,,,,,56.0,15.0,,Are the trunks of susceptible cultivars painted with white latex paint or wrapped with white tree guards to reduce winter injury,Scorecard,2.0,,paint tree trunks to protect during winter,,,,,,,,,,,,,,,,,,,,,,TrueEarth,nan,nan,nan,nan,nan,nan,nan
34,,,,,57.0,15.0,,Is the lowest recommended rate of captan applied during the summer for sooty blotch and fly speck management? D ,Scorecard,1.0,,,,,,,,,,,,,capatan lowest recommended rate,,,,,,,,,,,TrueEarth,nan,nan,nan,nan,nan,nan,nan
35,,,,,58.0,15.0,,Is a urea treatment applied to reduce apple scab and/or marssonina leaf blotch pressure between post-harvest and silver tip? D ,Scorecard,2.0,,,,,,,,,,,,,,,use urea for fungal control,,,,,,,,,TrueEarth,nan,nan,nan,nan,nan,nan,nan
36,,,,,59.0,15.0,,"Are fallen fruit removed from beneath trees in blocks where bitter rot is an annual problem, after June drop and hand thinning, or in the fall after harvest? S ",Scorecard,1.0,,,remove fallen fruit,,,,,,,,,,,,,,,,,,,,,TrueEarth,nan,nan,nan,nan,nan,nan,nan
37,,,,,60.0,15.0,,Are fire blight and black rot cankers and dead wood removed from trees during winter pruning and destroyed to promote rapid decomposition which reduces sources of overwintering inoculum? S ,Scorecard,1.0,,,prune and destroy diseased wood,,,,,,,,,,,,,,,,,,,,,TrueEarth,nan,nan,nan,nan,nan,nan,nan
38,,,,,61.0,15.0,,Is codling moth managed using mating disruption on 25% of all producing acres? D ,Scorecard,2.0,,,,,,,,,,,,,,,mating disruption for codling moth,,,,,,,,,TrueEarth,nan,nan,nan,nan,nan,nan,nan
39,,,,,62.0,16.0,,"If weeds are targeted with herbicides, are they scouted at least once per season and documented to indicate species and location, e.g., block, tree row or row middle? D",Scorecard,1.0,,,,,,,scouting weeds 1x/season,,,,,,,,,,,,,,,,,TrueEarth,nan,nan,nan,nan,nan,nan,nan
40,,,,,,,,"Are mite thresholds adjusted upwards based on varietal susceptibility, current or anticipated weather, or other factors reducing potential for economic injury? ",Scorecard,1.0,,,,,,,adjust mite thresholds upwards for: weather or varietal susceptibility,,,,,,,,,,,,,,,,,TrueEarth,nan,nan,nan,nan,nan,nan,nan
41,,,,,,,,"Are air temperature, average wind speed and direction during application documented on spray records? D ",Scorecard,1.0,,,,,,,,"spray records include: temperature, wind speed, wind direction",,,,,,,,,,,,,,,,TrueEarth,nan,nan,nan,nan,nan,nan,nan
42,,,,,,,,Is the Cornell Apple Carbohydrate Thinning Model (newa.cornell.edu/index.php?page=apple-thin) used for thinning and crop load management?,Scorecard,3.0,,,,,,,use specific model for thinning mgmt,,,,,,,,,,,,,,,,,TrueEarth,nan,nan,nan,nan,nan,nan,nan
43,,,,,,,,Is the Predicting Fruitset Model (msue.anr.msu.edu/topic/apples/horticulture) used for thinning and crop load management? S ,Scorecard,3.0,,,,,,,use specific model for thinning mgmt,,,,,,,,,,,,,,,,,TrueEarth,nan,nan,nan,nan,nan,nan,nan
44,,,,,,,,"Is a regional Network for Environment and Weather Applications (NEWA) station used for pest and disease management, newa.cornell.edu? D ",Scorecard,1.0,,,,,,,use weather station for diseases and pests,,,,,,,,,,,,,,,,,TrueEarth,nan,nan,nan,nan,nan,nan,nan
45,,,,,,,,Are Maryblyt or CougarBlight used before making any antibiotic applications for fire blight?,Scorecard,1.0,,,,,,,determine when to spray for fire blight using: disease prediction model,,,,,,,,,,,,,,,,,TrueEarth,nan,nan,nan,nan,nan,nan,nan
46,,,,,,,,Do spray records include pesticide cost per acre for all applications? D ,Scorecard,1.0,,,,,,,,spray records include: cost per acre,,,,,,,,,,,,,,,,TrueEarth,nan,nan,nan,nan,nan,nan,nan
47,,,,,,17.0,,Are weeds in tree rows managed without herbicides? (Please select all that apply): D  A. Cultivation  B. Aeration  C. Mulching  D. Over-seeding,Scorecard,1.0,,,,,,,,,,,,,no herbicides in-row,,,,,,,,,,,TrueEarth,nan,nan,nan,nan,nan,nan,nan
48,,,,,,,,Are weeds in alleyways and row middles managed without herbicides? (Please select all that apply): D  A. Cultivation  B. Aeration  C. Mulching  D. Over-seeding ,Scorecard,1.0,,,,,,,,,,,,,no herbicides between row,,,,,,,,,,,TrueEarth,nan,nan,nan,nan,nan,nan,nan
49,,,,,73.0,,,Is a buffer of non-blooming plants ≥ 60 feet maintained around all fields that receive pesticides toxic to pollinators? ,Scorecard,1.0,,pollinator buffer (>60 ft),,,,,,,,,,,,,,,,,,,,,,TrueEarth,nan,nan,nan,nan,nan,nan,nan
50,,,,,74.0,,,Are bases of trunks kept weed-free to reduce burr knot growth and environments attractive to borer species? S ,Scorecard,1.0,,base of tree trunks kept weed-feed,,,,,,,,,,,,,,,,,,,,,,TrueEarth,nan,nan,nan,nan,nan,nan,nan
51,,,,,75.0,,,Is blooming groundcover reduced to protect foraging pollinators? S ,Scorecard,1.0,,reduce flowering plants near trees to protect pollinators,,,,,,,,,,,,,,,,,,,,,,TrueEarth,nan,nan,nan,nan,nan,nan,nan
52,,,,,76.0,18.0,,"Is the orchard groundcover managed to eliminate alternate hosts for tarnished plant bug, e.g., winter-annual weeds, chickweeds, dandelion, clovers, vetch and other legumes? S ",Scorecard,1.0,,,reduce alternate pest hosts in ground cover,,,,,,,,,,,,,,,,,,,,,TrueEarth,nan,nan,nan,nan,nan,nan,nan
53,,,,,77.0,18.0,,"Are wild apple trees removed from adjoining fields, borders and woods? S",Scorecard,2.0,,,wild hosts of diseases and pests removed nearby,,,,,,,,,,,,,,,,,,,,,TrueEarth,nan,nan,nan,nan,nan,nan,nan
54,,,,,78.0,18.0,,"Are brambles, wild hosts of sooty blotch and flyspeck, removed from adjoining fields, borders and woods? S",Scorecard,2.0,,,wild hosts of diseases and pests removed nearby,,,,,,,,,,,,,,,,,,,,,TrueEarth,nan,nan,nan,nan,nan,nan,nan
55,,,,,79.0,,,Has a field day or other production-related educational meeting been hosted on the farm within the last three years?   List date and name/description of event: D,Scorecard,1.0,,,,,,farm hosts field day,,,,,,,,,,,,,,,,,,TrueEarth,nan,nan,nan,nan,nan,nan,nan
