,PRODUCTNAME,EPAREGISTRATIONNUMBER,PESTICIDEFORM,APPROVEDDATE,CANCELTRANSFERDATE,RESTRICTEDUSEPRODUCT,CONDITIONALLYFLAG,SIGNALWORD,ALTBRANDNAMELIST,COMPANY,AGENT,DISTRIBUTORLIST,FORMULATIONLIST,PESTLIST,SITELIST,PRODUCTMANAGERLIST,TRANSFERLIST,TYPESLIST
238,DEXOL SYSTEMIC GRANULES FOR PLANT INSECT CONTROL,192-210,04,2000-06-08, ,F,Y,Caution,,,,,,,,,,
239,NOFOUL RUBBER,1225-11,16,1968-07-09, ,F,N,Caution,,,,,,,,,,
240,NOFOUL YELLOW,1225-8,10,2015-06-23, ,F,N,Caution,,,,,,,,,,
241,NOFOUL FILL,1225-7,16,2015-06-23, ,F,N,Caution,,,,,,,,,,
242, LYSOL BRAND DISINFECTANT S.A. CLEANER,675-55,16,1998-12-21, ,F,Y,Warning,,,,,,,,,,
243,TERGIQUAT GERMICIDAL CLEANER,675-36,15,1975-09-23, ,F,N,Danger,,,,,,,,,,
244,ROCCAL II 10%,675-30,15,1974-01-29, ,F,Y,Danger,,,,,,,,,,
245,VANI-SOL BOWL CLEANSE,675-1,16,1948-02-06, ,F,N,Danger,,,,,,,,,,
246,LYSOL BRAND HEAVY DUTY CLEANER DISINFECTANT CONCENTRATE,675-54,15,1997-10-16, ,F,Y,Danger,,,,,,,,,,
247,PETROCIDE Q-D10,1839-250,16,2019-05-28, ,F,Y,Danger,,,,,,,,,,
248,BTC 885 NDC-128,1839-166,15,1993-04-02, ,F,Y,Danger,,,,,,,,,,
249,PETROCIDE GQ-1425,1839-249,  ,2019-06-10, ,F,N,Danger,,,,,,,,,,
250,PETROCIDE QG-105,1839-251,16,2019-06-05, ,F,Y,Danger,,,,,,,,,,
251,BTC 885 NDC-32,1839-168,15,1994-03-09, ,F,Y,Danger,,,,,,,,,,
252,PETROCIDE GQ-4275,1839-252,  ,2019-08-06, ,F,Y,Danger,,,,,,,,,,
253,PETROCIDE GD-2406,1839-253,  ,2020-05-19, ,F,Y,Danger,,,,,,,,,,
254,SC -5:64HN,1839-244,15,2017-07-20, ,F,Y,Danger,,,,,,,,,,
255,COMMERCIAL LAUNDRY SANITIZER,1839-247,15,2018-05-29, ,F,Y,Danger,,,,,,,,,,
256,BTC 1210 WTQG 12:3,1839-243,16,2017-06-09, ,F,Y,Danger,,,,,,,,,,
257,SC-5:128HN,1839-246,16,2018-05-15, ,F,Y,Danger,,,,,,,,,,
258,SC-5:128N,1839-236,15,2016-09-20, ,F,Y,Danger,,,,,,,,,,
259,SC-5:256N,1839-235,15,2016-09-21, ,F,Y,Danger,,,,,,,,,,
260,SC-5:64N,1839-233,15,2016-09-19, ,F,Y,Danger,,,,,,,,,,
261,Stepan Spray Disinfectant Concentrate,1839-248,16,2018-12-17, ,F,Y,Danger,,,,,,,,,,
262,SC-5:256HN,1839-245,15,2017-07-20, ,F,Y,Danger,,,,,,,,,,
263,BTC1010-750,1839-241,15,2016-12-30, ,F,Y,Danger,,,,,,,,,,
264,STEPAN FCSS POUCH,1839-232,15,2016-03-28, ,F,Y,Danger,,,,,,,,,,
265,MOLD STAIN AND MILDEW STAIN REMOVER,1839-229,  ,2015-05-14, ,F,Y,Danger,,,,,,,,,,
266,ANTIMICROBIAL DRAIN PAN TABS,1839-230,05,2015-08-12, ,F,Y,Danger,,,,,,,,,,
267,BTC 1210-750,1839-231,  ,2016-02-23, ,F,Y,Danger,,,,,,,,,,
268,BTC 451 P/S,1839-228,  ,2015-10-05, ,F,Y,Danger,,,,,,,,,,
269,7.5% BTW 885 SANITIZER,1839-173,15,1986-04-29, ,F,Y,Danger,,,,,,,,,,
270,BQ1455P ALGICIDE,1839-209,16,1999-09-28, ,F,Y,Danger,,,,,,,,,,
271,BTC 8248,1839-33,15,1966-09-14, ,F,N,Danger,,,,,,,,,,
272,BTC 1210 WT80,1839-226,15,2010-04-21, ,F,N,Danger,,,,,,,,,,
273,SC-RTU-TB,1839-225,16,2010-03-03, ,F,N,Caution,,,,,,,,,,
274,BTC 1455,1839-208,02,1999-02-05, ,F,N,Danger,,,,,,,,,,
275,SC-NDC-256,1839-214,15,2000-01-13, ,F,Y,Danger,,,,,,,,,,
276,SC-NDC-128,1839-215,15,2000-01-13, ,F,Y,Danger,,,,,,,,,,
277,BTC 1010 7.5% SOLUTION,1839-152,15,1989-07-24, ,F,Y,Danger,,,,,,,,,,
278,SC QP-64,1839-224,  ,2010-03-03, ,F,N,Danger,,,,,,,,,,
279,BTC 50,1839-27,02,1965-04-08, ,F,N,Danger,,,,,,,,,,
280,BTC 1210 WTQG,1839-227,15,2010-10-25, ,F,N,Danger,,,,,,,,,,
281,STEPAN WIPE ANY HARD SURFACE,1839-221,10,2009-04-13, ,F,N,Caution,,,,,,,,,,
282,SC-RTU DISINFECTANT CLEANER,1839-220,16,2009-01-08, ,F,N,Caution,,,,,,,,,,
283,BTC 2125M-P40 PRESERVATIVE,1839-219,91,2009-09-30, ,F,N,Danger,,,,,,,,,,
284,BTC 1210 7.5% SOLUTION,1839-218,16,2008-10-21, ,F,N,Danger,,,,,,,,,,
285,BTC 1210 10% SOLUTION,1839-217,15,2008-10-21, ,F,N,Danger,,,,,,,,,,
286,SCTB WIPE,1839-223,10,2009-07-02, ,F,N,Caution,,,,,,,,,,
287,SC-NDC-64,1839-216,  ,2000-01-13, ,F,Y,Danger,,,,,,,,,,
288,SC-AHD-256,1839-212,15,2000-12-06, ,F,Y,Danger,,,,,,,,,,
289,SC-AHD-128,1839-213,15,2000-12-06, ,F,Y,Danger,,,,,,,,,,
290,SC-AHD-64,1839-211,15,2000-12-06, ,F,Y,Danger,,,,,,,,,,
291,STEPAN DISINFECTANT WIPE,1839-190,10,2007-04-23, ,F,N,Caution,,,,,,,,,,
292,BTC 1210-80%,1839-191,02,2008-07-14, ,F,N,Danger,,,,,,,,,,
293,BTC 2125M,1839-46,02,1970-06-10, ,F,N,Danger,,,,,,,,,,
294,BTC 2125M-RTU200 SANITIZER,1839-189,16,2005-08-09, ,F,N,Caution,,,,,,,,,,
295,BTC 8358 WT80,1839-187,15,2004-09-15, ,F,N,Danger,,,,,,,,,,
296,BTC 835 WT50,1839-186,16,2004-09-15, ,F,N,Danger,,,,,,,,,,
297,INDUSTRIAL TYPE GERMICIDAL ACID BOWL CLEANER,1839-105,15,1981-11-20, ,F,Y,Danger,,,,,,,,,,
298,BTC 824 WT50,1839-185,16,2004-09-15, ,F,N,Danger,,,,,,,,,,
299,BTC 675 WT50,1839-184,16,2004-10-15, ,F,N,Danger,,,,,,,,,,
300,BTC 675,1839-183,02,2004-07-13, ,F,N,Danger,,,,,,,,,,
301,STEPAN TOWELETTE,1839-174,10,2005-09-02, ,F,N,Caution,,,,,,,,,,
302,BEQ442-5-W BIOCIDE,1839-206,16,1998-09-25, ,F,Y,Danger,,,,,,,,,,
303,SOLVENT FREE DISINFECTANT WIPES,1839-178,10,2002-06-27, ,F,Y,Caution,,,,,,,,,,
304,30% BTC 885 OIL FIELD BACTERICIDE,1839-179,15,2002-12-27, ,F,Y,Danger,,,,,,,,,,
305,LIQUID-PAK NEUTRAL DISINFECTANT CLEANER,1839-176,21,2000-08-31, ,F,Y,Danger,,,,,,,,,,
306,BQ 451-1P ALGICIDE,1839-210,16,2000-06-08, ,F,Y,Danger,,,,,,,,,,
307,SOLVENT FREE DETERGENT DISINFECTANT PUMP SPRAY,1839-175,16,2000-09-07, ,F,Y,Caution,,,,,,,,,,
308,BTC 5814-80%,1839-207,02,1999-02-05, ,F,Y,Danger,,,,,,,,,,
309,BTC WP 80,1839-182,15,2003-03-18, ,F,Y,Danger,,,,,,,,,,
310,BTC WP 50,1839-181,15,2003-03-17, ,F,Y,Danger,,,,,,,,,,
311,NP 12.5 DETERGENT/DISINFECTANT,1839-80,15,1980-03-07, ,F,Y,Danger,,,,,,,,,,
312,10% BTC 2125(R)M INDUSTRIAL AND/OR COMMERCIAL RECIRCULATING COOLING WATER TOWER MICROBICIDE,1839-91,16,1980-09-12, ,F,Y,Danger,,,,,,,,,,
313,NP 9.0 (D & F) DETERGENT/DISINFECTANT,1839-96,15,1980-08-07, ,F,Y,Danger,,,,,,,,,,
314,NP 12.5 (D & F),1839-97,15,1980-08-07, ,F,Y,Danger,,,,,,,,,,
315,PT 3.2 PINE ODOR DISINFECTANT,1839-98,15,1981-02-02, ,F,Y,Warning,,,,,,,,,,
316,ONYXIDE 200 PRESERVATIVE,1839-99,12,1981-08-05, ,F,Y,Danger,,,,,,,,,,
317,SO/SAN HOUSEHOLD FABRIC SOFTENER SANITIZER,1839-107,15,1981-02-27, ,F,Y,Danger,,,,,,,,,,
318,BTC 2125M-P40 SANITIZER CONCENTRATED POWDER,1839-142,91,1989-05-16, ,F,Y,Danger,,,,,,,,,,
319,BTC 888,1839-114,02,1982-10-21, ,F,Y,Danger,,,,,,,,,,
320,BTC 885,1839-113,02,1981-04-24, ,F,Y,Danger,,,,,,,,,,
321,BTC 818,1839-77,02,1979-08-06, ,F,Y,Danger,,,,,,,,,,
322,NP 3.2 DETERGENT/DISINFECTANT,1839-78,15,1980-03-07, ,F,Y,Danger,,,,,,,,,,
323,BTC 1010-80%,1839-135,02,1986-03-21, ,F,Y,Danger,,,,,,,,,,
324,BTC 1010,1839-63,02,1972-04-25, ,F,Y,Danger,,,,,,,,,,
325,BTC 8358,1839-68,02,1978-04-20, ,F,N,Danger,,,,,,,,,,
326,SO/SAN LAUNDRY FABRIC SOFTENER/SELF-SANITIZER* AND MILDEW INHIBITOR,1839-165,15,1992-06-19, ,F,Y,Danger,,,,,,,,,,
327,BTC 824,1839-23,02,1964-07-21, ,F,N,Danger,,,,,,,,,,
328,50% BTC 1010 WATER TREATMENT MICROBIOCIDE,1839-151,16,1989-07-24, ,F,Y,Danger,,,,,,,,,,
329,ACID CD DAIRY CLEANER & SANITIZER,1839-51,15,1972-05-19, ,F,Y,Danger,,,,,,,,,,
330,HOUSEHOLD/LIGHT INDUSTRIAL TYPE GERMICIDAL ACID BOWL CLEANER,1839-104,15,1981-07-13, ,F,N,Danger,,,,,,,,,,
331,NP 4.5 (D & F) DETERGENT/DISINFECTANT,1839-95,15,1980-08-07, ,F,Y,Danger,,,,,,,,,,
332,NP 4.5 DETERGENT/DISINFECTANT,1839-79,15,1980-03-07, ,F,Y,Danger,,,,,,,,,,
333,BTC 2125 M 10% SOLUTION,1839-86,15,1981-04-30, ,F,Y,Danger,,,,,,,,,,
334,BTC 2125M 20% SOLUTION,1839-155,15,1991-03-25, ,F,Y,Danger,,,,,,,,,,
335,HUMIDIFIER BACTERIA-ALGAE TREATMENT,1839-120,15,1982-06-10, ,F,Y,Warning,,,,,,,,,,
336,BTC 2125M-90%,1839-158,02,1990-10-15, ,F,Y,Danger,,,,,,,,,,
337,BTC 8249,1839-19,02,1962-04-18, ,F,N,Danger,,,,,,,,,,
338,BTC 776 CONCENTRATED GERMICIDE,1839-18,02,1961-04-27, ,F,N,Danger,,,,,,,,,,
339,SOSAN COMMERCIAL FABRIC SOFTNER/SANITIZER,1839-108,16,1982-03-17, ,F,Y,Danger,,,,,,,,,,
340,BTC 885 NEUTRAL DISINFECTANT CLEANER-64,1839-169,15,1994-03-11, ,F,Y,Danger,,,,,,,,,,
341,BTC 885 NEUTRAL DISINFECTANT CLEANER-256,1839-167,15,1994-03-11, ,F,Y,Danger,,,,,,,,,,
342,NP 9.0 DETERGENT/DISINFECTANT,1839-81,15,1980-03-07, ,F,Y,Danger,,,,,,,,,,
343,DETERGENT DISINFECTANT PUMP SPRAY,1839-83,16,1980-10-22, ,F,Y,Caution,,,,,,,,,,
344,AEROSOL DETERGENT/DISINFECTANT,1839-84,19,1980-11-12, ,F,Y,Warning,,,,,,,,,,
345,10% BTC 776 SWIMMING POOL ALGAECIDE,1839-87,16,1980-10-06, ,F,Y,Danger,,,,,,,,,,
346,10% BTC 776 INDUSTRIAL WATER COOLING TOWER MICROBICIDE,1839-88,16,1980-08-07, ,F,Y,Danger,,,,,,,,,,
347,5% BTC 776 SWIMMING POOL ALGAECIDE,1839-89,16,1980-11-06, ,F,Y,Danger,,,,,,,,,,
348,5% BTC 2125(R)M SWIMMING POOL ALGAECIDE,1839-90,16,1981-01-26, ,F,Y,Danger,,,,,,,,,,
349,10% BTC 2125M SWIMMING POOL ALGAECIDE,1839-92,16,1980-08-07, ,F,Y,Danger,,,,,,,,,,
350,POWDER DETERGENT/DISINFECTANT,1839-93,15,1980-11-12, ,F,Y,Danger,,,,,,,,,,
351,NP 3.2 (D & F) DETERGENT/DISINFECTANT,1839-94,15,1980-08-07, ,F,Y,Danger,,,,,,,,,,
352,50% BTC 776 SWIMMING POOL ALGAECIDE,1839-141,16,1989-07-25, ,F,Y,Danger,,,,,,,,,,
353,VETERINARIAN TYPE DISINFECTANT,1839-100,15,1980-10-22, ,F,Y,Danger,,,,,,,,,,
354,BTC 65,1839-65,02,1973-02-08, ,F,N,Danger,,,,,,,,,,
355,BTC 818-80%,1839-119,02,1982-06-10, ,F,Y,Danger,,,,,,,,,,
356,ONYXIDE 3300 CONCENTRATED GERMICIDE AND FUNGICIDE,1839-35,01,1967-02-20, ,F,N,Danger,,,,,,,,,,
357,BTC-835,1839-32,02,1966-09-13, ,F,N,Danger,,,,,,,,,,
358,ONYXIDE 200,1839-59,02,1972-10-18, ,F,N,Danger,,,,,,,,,,
359,SO/SAN 30M,1839-57,02,1972-01-12, ,F,N,Danger,,,,,,,,,,
360,BTC 2125 M-P 40,1839-55,02,1971-01-11, ,F,N,Danger,,,,,,,,,,
361,BTC 2125M-80%,1839-54,02,1971-04-19, ,F,N,Danger,,,,,,,,,,
362,TRIANGLE 435 SOLUBLE OIL,1842-283,17,2001-05-21, ,F,Y,Caution,,,,,,,,,,
363,RACHET FUNGICIDE,1001-90,12,2013-05-20, ,F,N,Caution,,,,,,,,,,
364,3336 EG,1001-89,11,2013-06-20, ,F,Y,Caution,,,,,,,,,,
365,TORQUE DG FUNGICIDE,1001-88,15,2013-08-06, ,F,N,Caution,,,,,,,,,,
366,TORQUE FUNGICIDE,1001-87,15,2010-10-27, ,F,N,Caution,,,,,,,,,,
367,CULVER TURF AND ORNAMENTAL FUNGICIDE,1001-85,14,2009-02-23, ,F,Y,Caution,,,,,,,,,,
368,STRIDER TURF AND ORNAMENTAL FUNGICIDE,1001-84,12,2009-02-18, ,F,N,Warning,,,,,,,,,,
369,3336(R) 70EG,1001-81,12,2008-09-18, ,F,Y,Caution,,,,,,,,,,
370,GWN-6010 PLANT GROWTH REGULATOR,1001-91,12,2010-10-01, ,F,Y,Caution,,,,,,,,,,
371,PREMIUM SYSTEMIC FUNGICIDE,1001-80,12,2008-01-28, ,F,Y,Caution,,,,,,,,,,
372,3336 PLUS SYSTEMIC FUNGICIDE,1001-78,12,2004-08-05, ,F,Y,Warning,,,,,,,,,,
373,PROTECT DF,1001-77,11,2004-03-12, ,F,Y,Caution,,,,,,,,,,
374,SPECTRO 90 WDG,1001-72,11,1998-06-15, ,F,N,Danger,,,,,,,,,,
375,3336 WP TURF AND ORNAMENTAL SYSTEMIC FUNGICIDE,1001-63,06,1988-09-26, ,F,Y,Caution,,,,,,,,,,
376,3336 G,1001-70,04,1995-10-24, ,F,Y,Caution,,,,,,,,,,
377,3336 F,1001-69,12,1995-10-24, ,F,Y,Caution,,,,,,,,,,
378,IWC 6110-1.5,1258-1405,  ,2020-03-30, ,F,Y,Danger,,,,,,,,,,
379,IWC 5120-50,1258-1381,02,2020-01-07, ,F,Y,Danger,,,,,,,,,,
380,IWC 1100,1258-1380,  ,2020-01-21, ,F,Y,Danger,,,,,,,,,,
381,IWC 1200,1258-1377,02,2020-01-21, ,F,Y,Danger,,,,,,,,,,
382,IWC 6110,1258-1376,01,2019-11-05, ,F,Y,Danger,,,,,,,,,,
383,IWC 5120-50 MOLLUSCICIDE,1258-1396,  ,2020-03-12, ,F,Y,Danger,,,,,,,,,,
384,IWC R5200-50 Swimming Pool Algaecide,1258-1392,16,2020-01-29, ,F,Y,Danger,,,,,,,,,,
385,IWC 2300-G,1258-1401,  ,2020-03-13, ,F,N,Caution,,,,,,,,,,
386,IWC 5300-50 Anionic Compatible Microbiocide,1258-1411,  ,2020-03-18, ,F,Y,Danger,,,,,,,,,,
387,IWC 1200-RW Granular,1258-1406,  ,2020-03-30, ,F,Y,Danger,,,,,,,,,,
388,IWC 5300-80,1258-1385,02,2020-01-07, ,F,Y,Danger,,,,,,,,,,
389,IWC 5300-50,1258-1384,02,2020-01-08, ,F,Y,Danger,,,,,,,,,,
390,IWC 5140,1258-1383,02,2020-01-14, ,F,Y,Danger,,,,,,,,,,
391,IWC 5130-80,1258-1382,02,2020-01-14, ,F,Y,Danger,,,,,,,,,,
392,IWC 5120-80,1258-1378,02,2020-01-07, ,F,Y,Danger,,,,,,,,,,
393,IWC 1100-RW Granular,1258-1398,  ,2020-03-13, ,F,Y,Danger,,,,,,,,,,
394,IWC 5120-50E,1258-1387,02,2020-01-15, ,F,Y,Danger,,,,,,,,,,
395,IWC 5160-50,1258-1407,15,2020-02-19, ,F,Y,Danger,,,,,,,,,,
396,IWC R5140-10 Swimming Pool Algaecide,1258-1393,16,2020-01-28, ,F,Y,Danger,,,,,,,,,,
397,IWC 5200-80,1258-1386,02,2020-01-15, ,F,Y,Danger,,,,,,,,,,
398,IWC 5200-50,1258-1388,02,2020-01-15, ,F,Y,Danger,,,,,,,,,,
399,IWC 1300-RW,1258-1409,  ,2020-03-30, ,F,Y,Danger,,,,,,,,,,
400,IWC 5200-50 Microbiocide,1258-1394,15,2020-01-29, ,F,Y,Danger,,,,,,,,,,
401,IWC R515-10,1258-1403,  ,2020-03-12, ,F,Y,Danger,,,,,,,,,,
402,IWC 5150-50,1258-1389,02,2020-01-15, ,F,Y,Danger,,,,,,,,,,
403,IWC 6110-5,1258-1400,15,2020-01-16, ,F,Y,Danger,,,,,,,,,,
404,IWC 5200-50C Microbiocide,1258-1410,  ,2020-03-17, ,F,Y,Danger,,,,,,,,,,
405,IWC 1200-RW,1258-1395,  ,2020-03-11, ,F,Y,Danger,,,,,,,,,,
406,IWC 6110-14,1258-1399,  ,2020-03-03, ,F,Y,Danger,,,,,,,,,,
407,IWC 5140-50,1258-1397,  ,2020-03-12, ,F,Y,Danger,,,,,,,,,,
408,IWC 5300-10 Anionic Compatible Microbiocide,1258-1408,15,2020-02-18, ,F,Y,Danger,,,,,,,,,,
409,IWC R5110-40 Swimming Pool Algicide,1258-1391,15,2020-01-29, ,F,Y,Danger,,,,,,,,,,
410,IWC 1100-RW,1258-1402,  ,2020-03-13, ,F,Y,Danger,,,,,,,,,,
411,IWC R1100,1258-1404,  ,2020-03-13, ,F,Y,Danger,,,,,,,,,,
412,IWC 5200-10 Microbiocide,1258-1390,15,2020-01-29, ,F,Y,Danger,,,,,,,,,,
413,MOJO,1258-1370,05,2016-06-09, ,F,N,Danger,,,,,,,,,,
414,HTH FLOATER,1258-1369,04,2016-04-25, ,F,Y,Danger,,,,,,,,,,
415,DENSIL DG 20 ANTIMICROBIAL ,1258-1374,  ,2018-09-07, ,F,Y,Danger,,,,,,,,,,
416,Slow Dissolving CHC-Mass,1258-1371,  ,2017-06-12, ,F,N,Danger,,,,,,,,,,
417,ZINC OMADINE 48% AQUEOUS DISPERSION INDUSTRIAL MICROBIOSTAT,1258-841,15,1970-05-23, ,F,N,Danger,,,,,,,,,,
418,PROXEL SPEKTRA PRESERVATIVE ,1258-1373,  ,2018-02-26, ,F,Y,Danger,,,,,,,,,,
419,OMACIDE IPBC 30 AQ FUNGICIDE,1258-1368,  ,2016-04-20, ,F,Y,Warning,,,,,,,,,,
420,AW88 (RPL),1258-1359,01,2014-08-18, ,F,N,Danger,,,,,,,,,,
421,DENSIL C40 ANTIMICROBIAL,1258-1367,12,2016-02-12, ,F,Y,Caution,,,,,,,,,,
422,PROXEL LS PRESERVATIVE,1258-1366,16,2016-03-11, ,F,Y,Danger,,,,,,,,,,
423,AW88 (PRO),1258-1358,04,2014-08-18, ,F,N,Danger,,,,,,,,,,
424,SS SOLID MUP,1258-1363,02,2016-03-11, ,F,Y,Danger,,,,,,,,,,
425,BCC TECHNICAL 2,1258-1351,01,2014-04-17, ,F,N,Warning,,,,,,,,,,
426,AW90 (PRO-MASS),1258-1353,04,2014-05-07, ,F,N,Danger,,,,,,,,,,
427,HTH Granular 73 [MUP],1258-1365,02,2015-09-21, ,F,N,Danger,,,,,,,,,,
428,AW91 (PRO),1258-1361,16,2014-11-13, ,F,N,Danger,,,,,,,,,,
429,AW90 (RPL),1258-1355,04,2014-05-13, ,F,N,Danger,,,,,,,,,,
430, AW52,1258-1343,15,2012-09-11, ,F,N,Danger,,,,,,,,,,
431,CHC 70 Technical,1258-1347,02,2013-09-30, ,F,N,Danger,,,,,,,,,,
432,AW79,1258-1349,15,2013-11-19, ,F,N,Danger,,,,,,,,,,
433,AW10,1258-1283,04,2004-04-21, ,F,Y,Danger,,,,,,,,,,
434,AW75,1258-1346,04,2013-09-30, ,F,Y,Danger,,,,,,,,,,
435,DENSIL ND ANTIMICROBIAL,1258-1345,12,2013-05-22, ,F,N,Danger,,,,,,,,,,
436,AW35-36,1258-1342,05,2011-12-21, ,F,N,Danger,,,,,,,,,,
437,AW30,1258-1338,05,2011-04-19, ,F,N,Danger,,,,,,,,,,
438,PROXEL CMC,1258-1339,14,2011-04-25, ,F,N,Danger,,,,,,,,,,
439,PROXEL BC INDUSTRIAL MICROBIOSTAT,1258-1336,15,2010-12-15, ,F,N,Danger,,,,,,,,,,
440,AW38,1258-1341,05,2011-12-15, ,F,N,Danger,,,,,,,,,,
441,AW13,1258-1337,05,2011-02-14, ,F,N,Danger,,,,,,,,,,
442,AW34,1258-1278,16,2004-04-07, ,F,Y,Danger,,,,,,,,,,
443,OMACIDE IPBC WET CAKE INDUSTRIAL FUNGICIDE,1258-1340,06,2012-01-05, ,F,N,Danger,,,,,,,,,,
444,PACE POOL CHLORINATING TYPE E CARTRIDGE,1258-997,10,1980-01-09, ,F,N,Danger,,,,,,,,,,
445,AW07,1258-1332,05,2009-02-10, ,F,N,Danger,,,,,,,,,,
446,PROXEL BZ PLUS PRESERVATIVE,1258-1326,15,2008-08-27, ,F,Y,Danger,,,,,,,,,,
447,AW09,1258-1334,05,2009-05-19, ,F,N,Danger,,,,,,,,,,
448,AW01 GRANULAR,1258-1331,04,2010-02-25, ,F,N,Danger,,,,,,,,,,
449,AW03A TECHNICAL,1258-1330,01,2009-03-27, ,F,N,Danger,,,,,,,,,,
450,AW02 TABLETS,1258-1329,  ,2010-02-25, ,F,N,Danger,,,,,,,,,,
451,AW03 GRANULAR,1258-1328,04,2009-03-27, ,F,N,Danger,,,,,,,,,,
452,ARCH DICHLOR MANUFACTURING USE PRODUCT,1258-1327,01,2008-07-02, ,F,N,Danger,,,,,,,,,,
453,COPPER ALGAECIDE,1258-1321,02,2006-12-14, ,F,N,Danger,,,,,,,,,,
454,COPPER OMADINE POWDER AF,1258-1322,01,2012-03-12, ,F,N,Danger,,,,,,,,,,
455,VANTOCIL NR,1258-1324,15,2007-12-18, ,F,N,Warning,,,,,,,,,,
456,ARCH 52% CALCIUM HYPOCHLORITE,1258-1250,15,2003-09-29, ,F,Y,Danger,,,,,,,,,,
457,PROXEL BN PRESERVATIVE,1258-1290,15,2005-07-29, ,F,Y,Danger,,,,,,,,,,
458,PROXEL UL 7 PRESERVATIVE,1258-1289,16,2005-06-30, ,F,Y,Danger,,,,,,,,,,
459,HTH ALGAE STOP,1258-1288,16,2005-01-03, ,F,Y,Danger,,,,,,,,,,
460,HTH SUPER ALGAE STOP,1258-1287,16,2005-01-03, ,F,Y,Danger,,,,,,,,,,
461,PROXEL AQ PRESERVATIVE,1258-1284,15,2004-07-21, ,F,Y,Danger,,,,,,,,,,
462,POOL BREEZE POOL CARE SYSTEM COPPER ALGICIDE,1258-1280,16,2004-03-26, ,F,Y,Caution,,,,,,,,,,
463,VANQUISH SL-10 ANTIMICROBIAL,1258-1285,16,2004-08-20, ,F,Y,Warning,,,,,,,,,,
464,HTH NON-FOAMING ALGAECIDE 60,1258-1080,16,1983-11-25, ,F,Y,Caution,,,,,,,,,,
465,"POOL BREEZE POOL CARE SYSTEM 1"" CHLORINATING TABLETS",1258-1282,05,2004-04-21, ,F,Y,Danger,,,,,,,,,,
466,HTH GRANULAR 75,1258-1170,04,1989-03-09, ,F,N,Danger,,,,,,,,,,
467,HTH DURATION CLEAN CAPSULES,1258-1259,05,2003-06-26, ,F,Y,Danger,,,,,,,,,,
468,DENSIL DG 45 FUNGICIDE,1258-1286,15,2005-10-27, ,F,Y,Danger,,,,,,,,,,
469,VANQUISH TECHNICAL,1258-1267,01,2003-04-24, ,F,Y,Danger,,,,,,,,,,
470,HTH POOL SHOCK,1258-1237,11,2000-11-09, ,F,Y,Danger,,,,,,,,,,
471,PROXEL ULTRA TECHNICAL,1258-1268,02,2002-01-10, ,F,Y,Danger,,,,,,,,,,
472,SODIUM OMADINE E 10% AQUEOUS SOLUTION,1258-1238,15,2001-05-17, ,F,Y,Danger,,,,,,,,,,
473,OMACIDE IPBC 100 (MUP) INDUSTRIAL FUNGICIDE,1258-1225,01,1997-06-18, ,F,N,Danger,,,,,,,,,,
474,VANQUISH DOP ANTIMICROBIAL,1258-1251,15,2003-04-24, ,F,N,Warning,,,,,,,,,,
475,HTH 140 GRAM TABLETS,1258-1232,05,1999-09-10, ,F,Y,Danger,,,,,,,,,,
476,HTH 300 GRAM TABLETS,1258-1233,15,1999-09-10, ,F,Y,Danger,,,,,,,,,,
477,ZINC OMADINE ZOE DISPERSION MILDEWCIDE,1258-1235,15,2000-08-07, ,F,Y,Danger,,,,,,,,,,
478,POOL BREEZE POOL CARE SYSTEM ALGICIDE 60,1258-1272,16,2002-11-06, ,F,Y,Caution,,,,,,,,,,
479,BAQUACIL AD,1258-1274,16,2003-02-24, ,F,Y,Caution,,,,,,,,,,
480,ARCH TECHNICAL ACTIVE TRICHLORO-S-TRIAZINETRIONE,1258-1258,01,2003-02-26, ,F,Y,Danger,,,,,,,,,,
481,ENDURACLEAN TABLETS,1258-1244,05,2002-09-03, ,F,Y,Danger,,,,,,,,,,
482,HTH GRANULAR 73,1258-1239,04,2001-07-12, ,F,Y,Danger,,,,,,,,,,
483,"POOL BREEZE POOL CARE SYSTEM 3"" CHLORINATING TABLETS",1258-1271,05,2002-12-18, ,F,Y,Danger,,,,,,,,,,
484,OMACIDE IPBC-E,1258-1236,15,2000-08-17, ,F,Y,Danger,,,,,,,,,,
485,HTH SUPER SOCK IT SHOCK N' SWIM SHOCK TREATMENT & SUPERCHLORINATOR FOR SWIMMING POOLS,1258-1246,04,2003-03-26, ,F,Y,Danger,,,,,,,,,,
486,OMACIDE IPBC 30 DPG INDUSTRIAL FUNGICIDE,1258-1230,15,1998-05-04, ,F,Y,Danger,,,,,,,,,,
487,ARCH TECHNICAL TRICHLORO-S-TRIAZINETRIONE,1258-1245,01,2003-03-18, ,F,Y,Danger,,,,,,,,,,
488,POOL BREEZE POOL CARE SYSTEM 14 DAY SANITIZING TABLETS,1258-1273,05,2003-03-07, ,F,Y,Danger,,,,,,,,,,
489,VANQUISH 100 ANTIMICROBIAL,1258-1249,15,2003-04-24, ,F,Y,Danger,,,,,,,,,,
490,PROXEL TN PRESERVATIVE,1258-1248,15,2001-03-02, ,F,Y,Danger,,,,,,,,,,
491,BAQUACIL ULTRA SWIMMING POOL SANITIZER & FUNGICIDE,1258-1265,16,2000-07-20, ,F,Y,Warning,,,,,,,,,,
